concept_id,exam,dataset,varname,n_total,n_issues,examples,issue
HBP_MED_EXAM_DATE,NA,NA,NA,NA,NA,"Mislabeled: the label says 'Exam date' but source descriptions say 'MEDICATION FORM, QUESTION NUMBER'. Varnames D09MDQNO and E09MDQNO are shared with HORMONE_MED_EXAM_DATE — possible duplicate or misclustering.",enrichment_unpublished
HBP_MED_NUMBER,NA,NA,NA,NA,NA,Internal sequence number for linking medication records within the form. Not a clinically meaningful standalone variable.,enrichment_unpublished
HBP_MED_SOURCE,NA,NA,NA,NA,NA,Data provenance/quality variable indicating how the medication name was obtained. For internal use; not appropriate for public publication.,enrichment_unpublished
HEART_MED_CLASS_CODES,NA,NA,NA,NA,NA,Internal coding artifact assigned by study staff. Requires codebook to interpret; not useful as a standalone published variable. Available at Exam B only.,enrichment_unpublished
HEART_MED_NUMBER,NA,NA,NA,NA,NA,Internal sequence number for linking medication records within the form. Not a clinically meaningful standalone variable. Available at Exam B only.,enrichment_unpublished
HELP_FILLING_FORM10,NA,NA,NA,NA,NA,"Source descriptions are fragmented single characters providing no usable content. This is a process/administration variable capturing data collection quality, not a substantive survey response. Not published per guidelines for process_admin variables.",enrichment_unpublished
HORMONE_MED_CLASS_CODES,NA,NA,NA,NA,NA,Internal coding artifact assigned by study staff. Requires codebook to interpret; not useful as a standalone published variable.,enrichment_unpublished
HORMONE_MED_EXAM_DATE,NA,NA,NA,NA,NA,"Mislabeled: the label says 'Exam date' but source descriptions say 'MEDICATION FORM, QUESTION NUMBER'. Varnames D09MDQNO and E09MDQNO are shared with HBP_MED_EXAM_DATE — possible duplicate or misclustering.",enrichment_unpublished
HOSPITALIZATION_PRA,NA,NA,NA,NA,NA,Source description is only the variable name 'FY048PRA' — no substantive content available. Purpose unclear; may be a data entry artifact. Recommend suppressing until clarified.,enrichment_unpublished
HOSPITALIZATION_REASON_A,NA,NA,NA,NA,NA,Duplicate of HOSP_REASON_A — FY048RA appears in both concepts. Recommend suppressing this single-exam concept in favor of the multi-exam HOSP_REASON_A. Limited source descriptions.,enrichment_unpublished
HOSPITALIZATION_REASON_B,NA,NA,NA,NA,NA,Duplicate of HOSP_REASON_B — FY048RB appears in both concepts. Recommend suppressing this single-exam concept in favor of the multi-exam HOSP_REASON_B. Limited source descriptions.,enrichment_unpublished
HOSPITALIZATION_REASON_C,NA,NA,NA,NA,NA,Duplicate of HOSP_REASON_C — FY048RC appears in both concepts. Recommend suppressing this single-exam concept in favor of the multi-exam HOSP_REASON_C. Limited source descriptions.,enrichment_unpublished
HOSPITALIZATION_REASON_D,NA,NA,NA,NA,NA,Duplicate of HOSP_REASON_D — FY048RD appears in both concepts. Recommend suppressing this single-exam concept in favor of the multi-exam HOSP_REASON_D. Limited source descriptions.,enrichment_unpublished
HOSP_ADMISSION_DAY,NA,NA,NA,NA,NA,"Day component of admission date; superseded by the composite date variable HOSP_ADMISSION_DATE_COMPOSITE_E which combines day, month, and year. Recommend suppressing in favor of the composite date variable to avoid redundancy.",enrichment_unpublished
HOSP_ADMISSION_MONTH,NA,NA,NA,NA,NA,"Month component of admission date; superseded by composite date variables (HOSP_ADMISSION_DATE_COMPOSITE_E, HOSP_ADMISSION_DATE_COMPOSITE_F) which combine day, month, and year. Recommend suppressing in favor of composite date variables to avoid redundancy.",enrichment_unpublished
HOSP_ADMISSION_YEAR,NA,NA,NA,NA,NA,"Year component of admission date; superseded by composite date variables (HOSP_ADMISSION_DATE_COMPOSITE_E, HOSP_ADMISSION_DATE_COMPOSITE_F). Recommend suppressing in favor of composite date variables to avoid redundancy.",enrichment_unpublished
HOSP_CARE_DAY,NA,NA,NA,NA,NA,Day component of care date; superseded by the composite date variable HOSP_CARE_DATE_COMPOSITE_D. Recommend suppressing in favor of composite date variable to avoid redundancy.,enrichment_unpublished
HOSP_CASE_NUMBER,NA,NA,NA,NA,NA,Identifier variable — not suitable for public publish. Up to 9 instances (J31HCSNUM1–J31HCSNUM9).,enrichment_unpublished
HOSP_CITY,NA,NA,NA,NA,NA,"Contains geographic identifiers that may identify facilities or participant locations; suppressed from public view. Up to 9 instances. Consistent with suppression of other facility/location identifier variables (HOSP_HOSPITAL_NAME, HOSP_STREET_ADDRESS, HOSP_ZIP).",enrichment_unpublished
HOSP_HOSPITAL_NAME,NA,NA,NA,NA,NA,Contains facility identifiers that may be sensitive; not suitable for public publish. Up to 9 instances.,enrichment_unpublished
HOSP_SATISFACTION_J,NA,NA,NA,NA,NA,"Variable J31HSSATM appears in both this concept and HOSPITALIZATION_SATISFACTION — this is a duplicate concept assignment for the same underlying variable. HOSPITALIZATION_SATISFACTION spans Exams E, F, and J and subsumes this concept entirely. Suppressed in favor of HOSPITALIZATION_SATISFACTION as the canonical concept.",enrichment_unpublished
HOSP_STATE,NA,NA,NA,NA,NA,Contains geographic identifiers; may warrant restricted access. Up to 9 instances.,enrichment_unpublished
HOSP_STREET_ADDRESS,NA,NA,NA,NA,NA,Contains facility address identifiers that may be sensitive; not suitable for public publish. Up to 9 instances. Description for hospitalization 3 missing from source.,enrichment_unpublished
HOSP_WEIGHT_LOSS_SURGERY_LOCATION,NA,NA,NA,NA,NA,"String variable containing free-text or facility/geographic information about where the weight loss procedure was performed — may contain identifying facility names or locations. Likely duplicate with WEIGHT_LOSS_SURGERY_LOCATION in the family roster, which uses the same underlying variable (J31WLSLOCM) — verify and suppress one. Suppressed pending deduplication review.",enrichment_unpublished
HOSP_ZIP,NA,NA,NA,NA,NA,Contains geographic identifiers that may be identifying; not suitable for public publish. Up to 9 instances.,enrichment_unpublished
IGF1_COMMENT,NA,NA,NA,NA,NA,Free-text comment field; typically suppressed from public data dictionary but may contain clinically relevant quality notes. Limited source descriptions.,enrichment_unpublished
IL6_COMMENT,NA,NA,NA,NA,NA,Free-text comment field; typically suppressed from public data dictionary but may contain clinically relevant quality notes. Limited source descriptions.,enrichment_unpublished
IL6_MEASUREMENT_COMMENT,NA,NA,NA,NA,NA,Free-text comment field associated with the IL-6 assay. May contain data quality flags or analyst notes relevant to internal review. Excluded from public display as it is metadata rather than a clinical measurement.,enrichment_unpublished
INJURY_EVENT_SEQUENCE_NUMBER,NA,NA,NA,NA,NA,Administrative record identifier. Exam C only. Limited source descriptions.,enrichment_unpublished
INTERVIEW_START_TIME_AM_PM,NA,NA,NA,NA,NA,Form administration metadata. Only 'AM' (code 1) value label provided; 'PM' presumably uses code 2.,enrichment_unpublished
INTERVIEW_TAPED_INDICATOR,NA,NA,NA,NA,NA,Form administration metadata. Only 'No' (code 1) value label provided. Companion variable INTERVIEW_TAPED_REASON_TEXT captures reason if not taped.,enrichment_unpublished
INTERVIEW_TAPED_REASON_TEXT,NA,NA,NA,NA,NA,Form administration metadata; not a clinical or behavioral measure.,enrichment_unpublished
JH_NEEDS_HELP,NA,NA,NA,NA,NA,Variable descriptions contain only single characters and are uninformative; label used as primary source. Value labels not provided in source. This is an administration flag; data quality implications for item responses should be evaluated by analysts.,enrichment_unpublished
LAST_NAME_INITIALS,NA,NA,NA,NA,NA,Direct participant identifier; should not be published.,enrichment_unpublished
MISSING_BOTTLES_APPOINTMENT_DATE,NA,NA,NA,NA,NA,Administrative scheduling date; marked publish=false. Type listed as encoded but contains a date value — possible type mismatch.,enrichment_unpublished
MRI_CONSENT_DATE,NA,NA,NA,NA,NA,"Form administration/consent date — not recommended for public release. Units listed as 'years' in source metadata, which may be an error; verify with study documentation.",enrichment_unpublished
MRI_QC_AGREEMENT_WITH_SITE,NA,NA,NA,NA,NA,Internal QC workflow field. Only value label provided is '1 = No'; 'Yes' category appears to be unlabeled or missing from the source data.,enrichment_unpublished
MRI_QC_REVIEW_STATUS,NA,NA,NA,NA,NA,Internal workflow/process variable. Only value label provided is '1 = No'; 'Yes' category appears to be unlabeled or missing from the source data.,enrichment_unpublished
MRI_SCHEDULING,NA,NA,NA,NA,NA,Administrative scheduling data. Publish set to false.,enrichment_unpublished
MRI_SEQUENCE_ACCEPTED_STATUS,NA,NA,NA,NA,NA,Internal QC tracking variable. Only value label provided is '1 = No'; 'Yes' category appears unlabeled. Grouping covers multiple sequence-specific acceptance variables.,enrichment_unpublished
MRI_SEQUENCE_DELIVERED_STATUS,NA,NA,NA,NA,NA,Internal QC tracking of delivery to PPC. Only value label provided is '1 = No'; 'Yes' category appears unlabeled. Grouping covers multiple sequence-specific delivery variables.,enrichment_unpublished
MRI_SEQUENCE_RECEIVED_COMMENTS,NA,NA,NA,NA,NA,Internal QC workflow comments about receipt at reading center. Variable type listed as integer but described as comments fields; likely text. Value label '1 = No' is unexpected for a comments variable — may be a data entry artifact. Grouping covers multiple sequence-specific comment variables.,enrichment_unpublished
MRI_SEQUENCE_RECEIVED_STATUS,NA,NA,NA,NA,NA,Internal QC tracking of receipt at reading center. Only value label provided is '1 = No'; 'Yes' category appears unlabeled. Grouping covers multiple sequence-specific receipt variables.,enrichment_unpublished
OTHER_MED_CLASS_CODES,NA,NA,NA,NA,NA,Internal coding artifact assigned by study staff. Requires codebook to interpret; not useful as a standalone published variable. Multiple variables per exam (positions 1–4) collapsed into this concept.,enrichment_unpublished
OTHER_MED_EXAM_DATE,NA,NA,NA,NA,NA,"Administrative variable; not published. CRITICAL MISCLUSTERING: Source variable D09MDQNO is described as 'MEDICATION FORM, QUESTION NUMBER' — this is a form question number tracking variable, not an exam date, and does not belong in this concept. E09EXDAT ('EXAM DATE - FORM 9 (MED-OTHER)') is a legitimate exam date. These two variables likely do not belong in the same concept and should be investigated for separate classification or removal of D09MDQNO from this concept.",enrichment_unpublished
OTHER_MED_NUMBER,NA,NA,NA,NA,NA,"Internal sequence number for linking medication records within the form. Not a clinically meaningful standalone variable. Consistent with other medication number variables (HBP_MED_NUMBER, HEART_MED_NUMBER) which are also suppressed.",enrichment_unpublished
OVARIAN_SURGERY_SAME_DATE_BP,NA,NA,NA,NA,NA,Exam descriptions reference both aspirin and ovarian surgery forms inconsistently — possible documentation error.,enrichment_unpublished
PARTICIPANT_QC_STATUS,NA,NA,NA,NA,NA,Data quality / QC metadata — not published. Single exam (E) only.,enrichment_unpublished
PROBLEMATIC_CASE_FLAG,NA,NA,NA,NA,NA,Data quality exclusion flag; moved to audit_note rather than description per guidelines. Marked publish=false as it is an internal data quality indicator.,enrichment_unpublished
PROCEDURE_CASE_NUMBER,NA,NA,NA,NA,NA,Administrative identifier. Nine variable slots but descriptions only document procedures 1–5. Exam J only.,enrichment_unpublished
PROCEDURE_CITY,NA,NA,NA,NA,NA,Geographic identifier for procedure facility. Nine variable slots but descriptions only document procedures 1–5. Marked publish=false as geographic location data. Exam J only.,enrichment_unpublished
PROCEDURE_FACILITY_NAME,NA,NA,NA,NA,NA,Contains identifying facility names; publish set to false as this is a location identifier field. Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5.,enrichment_unpublished
PROCEDURE_FACILITY_STREET,NA,NA,NA,NA,NA,Contains identifying address information; publish set to false. Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5.,enrichment_unpublished
PROCEDURE_ZIP,NA,NA,NA,NA,NA,Contains geographic identifiers that could contribute to re-identification; publish set to false. Up to 9 procedure slots available (varnames 1-9) but descriptions only document procedures 1-5.,enrichment_unpublished
QUESTION_NUMBER,NA,NA,NA,NA,NA,Administrative form navigation variable; not a substantive measurement. Limited source descriptions.,enrichment_unpublished
RAISING_CHILDREN_FULL_TIME_YN,NA,NA,NA,NA,NA,"Exact duplicate of RAISING_CHILDREN_FULL_TIME: identical varnames, descriptions, and value labels. RAISING_CHILDREN_FULL_TIME has the more informative label and should be retained. This concept should not be published.",enrichment_unpublished
RENALD_SHIPMENT_ID,NA,NA,NA,NA,NA,Administrative/logistics variable; limited source descriptions.,enrichment_unpublished
RENALD_SUBSTUDY_LAB_ID,NA,NA,NA,NA,NA,Limited source descriptions. Functions as a tracking/linkage identifier; published false.,enrichment_unpublished
RESPONSE_DATE,NA,NA,NA,NA,NA,Administrative date variable. Number of varnames (24) substantially exceeds stated n_exams (5); may span many follow-up intervals not fully reflected in exam count.,enrichment_unpublished
RESTING_ECG_TIME_AMPM,NA,NA,NA,NA,NA,"AM/PM time-of-day indicator; classified as process_admin. Only value label provided is '1=AM', suggesting PM may be absent or uncoded. Available at Exam G only. A related variable TIME_OF_ECG (SAS time) exists in this family.",enrichment_unpublished
SAME_DATE_AS_BP_FLAG,NA,NA,NA,NA,NA,Only one value label provided (2=Yes); coding for 'No' not documented. Limited source descriptions.,enrichment_unpublished
SAME_DATE_BP_TAKEN,NA,NA,NA,NA,NA,"Exact duplicate of SAME_DATE_BP_TAKEN_YN: identical varnames (G03SDATE, H03SDATE), descriptions, and value labels. This concept should not be published. The label 'Anthropometry and BP measured on same date' adds 'anthropometry' which is not explicitly stated in the source description ('SAME DATE BLOOD PRESSURE TAKEN?') and may be an unsupported inference. Only value label 2=Yes is present; value 1 label is absent from source data.",enrichment_unpublished
SAME_DATE_PB_TAKEN,NA,NA,NA,NA,NA,Administrative/process variable; only one value label documented (2=Yes). Not a clinical measurement.,enrichment_unpublished
SCAN1_SCAN2_PAIR_GENERIC,NA,NA,NA,NA,NA,"This concept bundles a very large and heterogeneous collection of variables (>130 varnames) including clinical scores, QC measures, technical parameters, and administrative dates/times. Recommend decomposing into individual concepts. Marked publish=false pending decomposition. Source descriptions are highly variable and only partially listed.",enrichment_unpublished
SERIOUS_HEALTH_PROBLEMS_SELF_OR_CLOSE_F,NA,NA,NA,NA,NA,"Variable F64SELF is assigned to both this concept and CHRONIC_BURDEN_SELF_HEALTH — confirmed duplicate assignment error. This concept groups two structurally distinct variables (F64SELF: serious health problems with yourself, Q1; F64HLTH: serious health problems with someone close, Q2) under one concept_id, which is a data structure artifact from Exam F where these items were combined before being split in later exams (G/H/I) into partner, parents, children, and others sub-categories. Recommend suppressing from publication and resolving the duplicate variable assignment and concept structure before publishing.",enrichment_unpublished
SEX_INDICATOR_FEMALE_OR_MTF,NA,NA,NA,NA,NA,Administrative/computational flag used for module routing or scoring eligibility; not a directly reported participant response. Variable description contains a typographical error ('CHNAGE' for 'CHANGE'). Limited source descriptions. 'derived_score' would imply a multi-item scale score; 'derived_value' is more appropriate for a binary indicator. Not suitable for publication as a standalone end-user variable.,enrichment_unpublished
SPECIMEN_RECEIVED_DATE,NA,NA,NA,NA,NA,"Administrative lab processing date. Variable names differ across exams (AL1RECDT/BL1RECDT at Exams A–B vs GL1LIPDT/HL1LIPDT/IL1LIPDT at Exams G–I), suggesting a naming convention change; descriptions are consistent across exams.",enrichment_unpublished
SUBSTUDY_APPOINTMENT_MADE,NA,NA,NA,NA,NA,Pure administrative scheduling variable with no substantive analytical value. Marked publish=false for consistency with SUBSTUDY_APPOINTMENT_DATE and SUBSTUDY_APPOINTMENT_TIME. Single exam (E) only.,enrichment_unpublished
SUBSTUDY_APPOINTMENT_TIME,NA,NA,NA,NA,NA,Administrative scheduling time — not published. Single exam (E) only.,enrichment_unpublished
SUBSTUDY_ID,NA,NA,NA,NA,NA,Substudy identifier — not published. Single exam (E) only.,enrichment_unpublished
TB_SAME_DATE_BP,NA,NA,NA,NA,NA,Only value label coded is '2=Yes'; administrative linkage variable.,enrichment_unpublished
TECHNICIAN_ID_PROCESSING,NA,NA,NA,NA,NA,Staff identifier variable; set to publish=false.,enrichment_unpublished
TEXT_GRAPEFRUIT_PRITIKIN,NA,NA,NA,NA,NA,"No source descriptions provided. The varnames 'grapefruit, Pritikin' appear to be example text entries rather than formal variable names, suggesting these may be verbatim values from a free-text specify field. Insufficient documentation to publish.",enrichment_unpublished
TEXT_OVER_EATERS_ANONYMOUS,NA,NA,NA,NA,NA,"No source descriptions provided. The varname 'Overeaters Anonymous' is clearly an example text entry rather than a formal variable name, suggesting this may be a verbatim entry from a free-text specify field. Insufficient documentation to publish.",enrichment_unpublished
THAWED_SAMPLE_FLAG,NA,NA,NA,NA,NA,Indicates whether a thawed (potentially compromised) sample was received by the lab. Relevant to data quality interpretation of lipid values. Available only at Exam F. Coded value: 1 = thawed.,enrichment_unpublished
TIME_OF_DAY_EXAM,NA,NA,NA,NA,NA,"Form administration time; not published per guidelines. Units listed as 'days' in source metadata is clearly an error given AM/PM value labels (1=AM, 2=PM). Note: TIME_OF_DAY_EXAM (integer type, all 10 exams) may record actual clock time in some waves, while AMPM_EXAM_TIME and EXAM_AMPM capture only the categorical AM/PM indicator – these are related but potentially distinct variables, not exact duplicates.",enrichment_unpublished
TOBACCO_SAME_DATE_BP_TOB,NA,NA,NA,NA,NA,Process/administrative variable; not a clinical or behavioral measure. Suppress from public dictionary.,enrichment_unpublished
TRAVEL_DISTANCE_50MI,NA,NA,NA,NA,NA,"Source descriptions appear corrupted (single characters: D, I, D, space, P); label and value labels (1=No) used to infer content. Available only at Exam J. The inferred label cannot be verified from source data; publication suppressed pending source verification.",enrichment_unpublished
TRIGLYCERIDES_ANALYSIS_DATE,NA,NA,NA,NA,NA,Administrative lab processing date; not a clinical measurement. Limited source descriptions. Available only at Exams A and B.,enrichment_unpublished
TYPE_A_FORM_HELP_REQUIRED,NA,NA,NA,NA,NA,Source descriptions appear corrupted (single letters only). Classified as process/admin; not published per guidelines.,enrichment_unpublished
TYPE_A_MISC_I,NA,NA,NA,NA,NA,Variable name is a single letter 'I'; source description is a single letter 'I'. Content cannot be determined. Recommend investigation before publishing.,enrichment_unpublished
TYPE_A_SAME_DATE_BP_TAKEN,NA,NA,NA,NA,NA,Source descriptions appear corrupted (single letters only). Only one value label provided (2 = 'Yes'). Administrative linkage variable; not published per guidelines.,enrichment_unpublished
UNEMPLOYED_MORE_THAN_2M_SINCE_LAST_EXAM,NA,NA,NA,NA,NA,"Duplicate of UNEMPLOYED_LOOKING_FOR_WORK_PAST_2Y for exams H and J: shares identical varnames H03NOWRK and J03NOWRK with that concept, and descriptions are identical. UNEMPLOYED_LOOKING_FOR_WORK_PAST_2Y spans all 10 exams and supersedes this concept. Should not be published.",enrichment_unpublished
URINARY_CREATININE_ASSAY_STATUS,NA,NA,NA,NA,NA,No value labels provided; interpretation of status codes requires codebook review. Process/QC variable with no documented code values — not suitable for publication until values are clarified.,enrichment_unpublished
URINARY_CREATININE_ASSAY_TYPE,NA,NA,NA,NA,NA,No value labels provided; interpretation of type codes requires codebook review. Process/methodological metadata variable — not suitable for publication until code values are documented.,enrichment_unpublished
WAIST_HIP_VALUES_CHANGED,NA,NA,NA,NA,NA,"No value labels provided in data dictionary. Indicates post-collection data editing of waist/hip values. Available only at early exams (A, B, C).",enrichment_unpublished
WALL_MOTION_READER,NA,NA,NA,NA,NA,Cross-exam conflict: Exam C varname WMREADNO description references reader for main measures only; Exam H varname HECHOANAL description references wall motion reader specifically. These may represent different reader roles and could be misclustered. Reader/analyst identifiers are process administrative metadata; not published.,enrichment_unpublished
WEIGHT_LOSS_SURGERY_LOCATION,NA,NA,NA,NA,NA,"String field with free-text responses capturing where the weight loss procedure was performed. Likely duplicate with HOSP_WEIGHT_LOSS_SURGERY_LOCATION, which uses the same underlying variable (J31WLSLOCM) — one of these concepts should be suppressed. Free-text location field may contain identifying facility names or addresses; suppressed pending deduplication review.",enrichment_unpublished
WEIGHT_PROTOCOL_REASON,NA,NA,NA,NA,NA,Only one coded value is present in the data dictionary: weight exceeding the device measuring range (greater than 450 pounds or 204.3 kg). Available only at exams G and I.,enrichment_unpublished
WEIGHT_REASON_OTHER_TEXT,NA,NA,NA,NA,NA,Free-text field capturing protocol exception reasons not covered by predefined categories. Available only at exams G and I.,enrichment_unpublished
YALTA_INDICATOR,NA,NA,NA,NA,NA,"Only value label is '2 = Yes'; purpose is administrative substudy flagging. Single exam (G) only. instance_type changed from protocol_component to single — this is a simple flag variable, not a component of a multi-part protocol.",enrichment_unpublished
YALTA_QC_LABEL,NA,NA,NA,NA,NA,Limited documentation. This appears to be an administrative label identifier; publishing set to false as it functions like a specimen identifier. Only value label is '2 = Yes'.,enrichment_unpublished
YALTA_QC_PARTICIPANT_YN,NA,NA,NA,NA,NA,"YALTA_QC_PARTICIPANT_YN_EARLY shares the exact same varnames (F51YQC, G51YQC) for exams F and G, and both concepts cover those same exams. YALTA_QC_PARTICIPANT_YN additionally covers exams H and I. This is a serious misclustering issue: the F and G observations appear duplicated across two concept_ids. One concept should cover all four exams (F,G,H,I) or the early-wave split should be justified by different value labels or question wording. Until this is resolved, publishing both is problematic. Recommend consolidating into a single concept or clarifying the intended split.",enrichment_unpublished
YALTA_QC_PARTICIPANT_YN_EARLY,NA,NA,NA,NA,NA,"Shares the exact same varnames (F51YQC, G51YQC) as YALTA_QC_PARTICIPANT_YN for exams F and G. These two concepts appear to duplicate the same underlying variables. YALTA_QC_PARTICIPANT_YN already covers exams F, G, H, and I. This early-wave concept is redundant and should not be published until the duplication is resolved. Recommend consolidating into YALTA_QC_PARTICIPANT_YN.",enrichment_unpublished
YALTA_URINE_ALIQUOT_3ML_YN_EARLY,NA,NA,NA,NA,NA,"Two varnames listed (G51Y03ML, G51YCTB1) for a single exam (G). G51YCTB1 shares a base name with H51YCTB1 and I51YCTB1, which are the varnames for YALTA_URINE_3ML_ALIQUOTS, suggesting G51YCTB1 may belong in that concept rather than here. Only value label is '0 = Empty'. Recommend resolving the varname overlap and potential misclustering before publishing.",enrichment_unpublished
YEAR7_ATTENDANCE,NA,NA,NA,NA,NA,Administrative attendance indicator; not a clinical or behavioral measurement. Likely duplicate of ATTENDED_YEAR7_EXAM in the same family — both capture year 7 exam attendance with the same variable name (F18RYR7) and should be reconciled.,enrichment_unpublished
ABP_END_TEST_TIME,C,c1f42a,C42AETM,316,307,"08:02:00, 10:06:00, 14:53:00, 12:25:00, 14:11:00",non_numeric_coerced
ABP_FIRST_OFFICE_RUN_TIME,C,c1f42a,C42ATMHM,316,316,"08:21:00, 10:29:00, 10:32:00, 11:41:00, 13:57:00",non_numeric_coerced
ABP_OBS_TIME,C,c1f42,C42_TIME,25934,25934,"08:21:00, 08:22:00, 08:24:00, 08:32:00, 08:37:00",non_numeric_coerced
ALERT_OTHER_ALERT_FINDINGS_SPECIFY,H,h4f40,H40OTALERX,NA,NA,,varname_not_found_anywhere
ALERT_OTHER_ALERT_FINDINGS_SPECIFY,I,i1f40,I40OTALERX,3186,3186,", INTRA-CARDIAC SHUNT PFO VS. ASD?, LOW EF/POOR OVERALL FUNCTION, #9 LOW EF, LOW EF",non_numeric_coerced
AMU_TIME_FROM_AMU,C,c1f42b,C42BAMUT,25399,25399,"08:21:00, 08:22:00, 08:24:00, 08:32:00, 08:37:00",non_numeric_coerced
AMU_TIME_FROM_DIARY,C,c1f42b,C42BDIAT,25399,15880,"08:32:00, 08:37:00, 08:52:00, 09:12:00, 09:32:00",non_numeric_coerced
APICAL_VIEW_QUALITY_TYPE,H,h10echo,HAPICALQCT,3474,3474,", B, T",non_numeric_coerced
APICAL_VIEW_QUALITY_TYPE,I,i5echo,IAPICALQCT,3184,3184,"B, , T",non_numeric_coerced
BLOOD_DRAW_TIME,E,e1f53,E53DRWTM,3949,230,"15:15:00, 13:45:00, 13:21:00, 13:25:00, 14:50:00",non_numeric_coerced
BLOOD_FREEZE_TIME,E,e1f53,E53FRZTM,3949,230,"15:30:00, 14:05:00, 14:03:00, 13:40:00, 15:07:00",non_numeric_coerced
BLOOD_SPIN_TIME,E,e1f53,E53SPNTM,3949,230,"15:17:00, 13:50:00, 13:25:00, 13:27:00, 14:52:00",non_numeric_coerced
CALTRAC_START_TIME,E,e1f53,E53CALTM,3949,233,"14:30:00, 14:00:00, 14:15:00, 16:06:00, 13:50:00",non_numeric_coerced
COLLECTION_BEGIN_TIME_BY_COLLECTION,"C,C","c1f39,c1f39","C39BTIM2,C39BTIM3",3,2,"kept first varname per exam, dropped C39BTIM2,C39BTIM3",within_exam_dedup
COLLECTION_BEGIN_TIME_BY_COLLECTION,C,c1f39,C39BTIM1,1105,1066,"23:30:00, 03:00:00, 22:00:00, 00:00:00, 19:00:00",non_numeric_coerced
COLLECTION_END_TIME_BY_COLLECTION,"C,C","c1f39,c1f39","C39ETIM2,C39ETIM3",3,2,"kept first varname per exam, dropped C39ETIM2,C39ETIM3",within_exam_dedup
COLLECTION_END_TIME_BY_COLLECTION,C,c1f39,C39ETIM1,1105,1066,"23:30:00, 04:15:00, 22:00:00, 01:00:00, 04:00:00",non_numeric_coerced
COVID19_DAYS_TO_RECOVER,J,j1f31,J31CVD19DY,NA,NA,,varname_not_found_anywhere
COVID19_FIRST_TEST_DATE,J,j1f31,J31CVD19TDT,NA,NA,,varname_not_found_anywhere
COVID19_TEST_COUNT,J,j1f31,J31CVD19TSTNU,NA,NA,,varname_not_found_anywhere
CREATININE_ASSAY_TYPE,H,h3chem,HL7CTYP,3478,3478,N,non_numeric_coerced
CREATININE_ASSAY_TYPE,I,i2chem,IL7CTYP,3310,3310,N,non_numeric_coerced
DOPPLER_QUALITY_TYPE,H,h10echo,HDPLRQCT,3474,3474,", B, T",non_numeric_coerced
DOPPLER_QUALITY_TYPE,I,i5echo,IDPLRQCT,3184,3184,", T, B",non_numeric_coerced
ECHO_COMMENTS,H,h10echo,HECHOCM,3474,3474,", Left atrium size is mildly enlarged, Left ventricular size is enlarged (6.7 cm as measured on 2D), Left ventricular systolic function is severely depressed; Left ventricular size is moderately to severely enlarged; Moderate aortic regurgitation; Severe ST segment depression is noted, Left Atrial size is mildly enlarged; Left Ventricular function is difficult to assess but appears grossly normal",non_numeric_coerced
ECHO_COMMENTS,I,i5echo,IECHOCM,3184,3184,", Interventricular septum is enlarged; Left ventricular posterior wall is enlarged; Moderate aortic regurgitation; Clinical follow-up is recommended., Left atrial size is enlarged; Increased TR systolic velocity consistent with elevated RV systolic pressure of 45.8mmHg; Clinical follow-up is recommended., Increased TR systolic velocity consistent with elevated RV systolic pressure of 49.2mmHg; Clinical follow-up is recommended., Interventricular septum is enlarged; Left ventricular posterior wall is enlarged; Moderate mitral regurgitation; Clinical follow-up is recommended.",non_numeric_coerced
ECHO_REFERRAL_STATUS,H,h10echo,HECHOIND,3474,3474,"CARDIA.DoesNotRequireClinicalFollowUp, CARDIA.RequiresClinicalFollowUp, N/A",non_numeric_coerced
ECHO_REFERRAL_STATUS,I,i5echo,IECHOIND,3184,3184,"CARDIA NonReferring Criteria, CARDIA Referring Criteria, CARDIA Alert Criteria, CARDIA Referral Criteria",non_numeric_coerced
EMERGENCY_ROOM_VISIT_COUNT,J,j1f31,J31EMNUMM,NA,NA,,varname_not_found_anywhere
EXAM_TIME_COMPLETION,G,g3f80,G80TIME,3496,3399,"09:10:00, 02:21:00, 09:30:00, 02:37:00, 01:30:00",non_numeric_coerced
FACTOR_VII_ANTIGEN_PERCENT,D,d1hemo,DLEF7ANT,NA,NA,,varname_not_found_anywhere
FASTING_INSULIN_ASSAY_STATUS_H,H,h4ins,HL7INSSTA,3478,3478,"F, C",non_numeric_coerced
FASTING_INSULIN_ASSAY_STATUS_I,I,i3ins,IL7INSSTA,3301,3301,"F, C",non_numeric_coerced
FASTING_INSULIN_ASSAY_TYPE_H,H,h4ins,HL7INSTYP,3478,3478,"N, S, C",non_numeric_coerced
FASTING_INSULIN_ASSAY_TYPE_I,I,i3ins,IL7INSTYP,3301,3301,N,non_numeric_coerced
HBA1C_ASSAY_STATUS,H,h3hba1c,H0YHBSTA,3395,3395,"F, C",non_numeric_coerced
HBA1C_ASSAY_STATUS,I,i3hba1c,I0YHBSTA,1327,1327,F,non_numeric_coerced
HBA1C_ASSAY_TYPE,H,h3hba1c,H0YHBTYP,3395,3395,"N, C",non_numeric_coerced
HBA1C_ASSAY_TYPE,I,i3hba1c,I0YHBTYP,1327,1327,N,non_numeric_coerced
HEIGHT_MAX_DEVICE_CM,I,i1f20,I20HTMAX,3354,1018,"20229, 21227, 30345, 10600, 40575",Short_ID_map_fail
